Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,Genres
33239416,Cehennem (İlahi Komedya #1),Dante Alighieri,"Alighieri, Dante",,9752116817,9789752116818,5,4.03,Altın Kitaplar Yayınevi,Paperback,304.0,2015.0,1321.0,2024-09-22,2024-09-08,,,read,,,,1,0,"Classics, Poetry, Fiction, Literature, Religion, Fantasy, School"
61936179,Nagasaki'nin Çanları,Takashi Nagai,"Nagai, Takashi","Esmanur Yiğit, Esranur Yiğit",6258327249,9786258327243,4,4.22,İthaki Yayınları,Paperback,136.0,2022.0,1949.0,2024-09-08,2024-09-04,,,read,,,,1,0,"History, Nonfiction, Japan, Japanese Literature, Religion, Memoir, Biography"
36618299,Genç Werther'in Acıları,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Mahmure Kahraman,,,3,3.7,Türkiye İş Bankası Kültür Yayınları,Paperback,126.0,,1774.0,2024-09-08,2024-09-03,,,read,Güzel kitaptı lakin Genç Werther'in fazla kastığını düşünüyorum,,,1,0,"Classics, Fiction, German Literature, Literature, Romance, Germany, School"
17409577,Bir Yaz Gecesi Rüyası,William Shakespeare,"Shakespeare, William",Özdemir Nutku,6053605352,9786053605355,2,3.94,Türkiye İş Bankası Kültür Yayınları,Paperback,112.0,2012.0,1595.0,2024-09-08,2024-09-04,,,read,,,,1,0,"Classics, Plays, Shakespeare, Fiction, Fantasy, Drama, School"
61879234,Japon Balığı Kargaşası,Kanoko Okamoto,"Okamoto, Kanoko","岡本 かの子, Esmanur Yiğit, Esranur Yiğit",625832715,9786258327151,4,3.45,İthaki Yayınları,Paperback,136.0,2022.0,1937.0,2024-09-03,2024-09-03,,,read,,,,1,0,"Japan, Fiction, Japanese Literature, Asian Literature, Short Stories, Classics, Asia"
15705037,Macbeth,William Shakespeare,"Shakespeare, William",Sabahattin Eyüboğlu,9754588597,9789754588590,4,3.89,İş Bankası Kültür Yayınları,Paperback,150.0,2006.0,1623.0,2024-08-30,2024-08-30,,,read,,,,1,0,
40744037,Kiliçtan Taç Zaman Çarki Serisi 7. Cilt 2. Kitap,Robert Jordan,"Jordan, Robert",,9752732291,9789752732292,4,4.5,Ithaki Yayinlari,Paperback,,2015.0,,2024-08-30,2024-08-30,,,read,,,,1,0,
25479449,Yeter ki Sonu İyi Bitsin,William Shakespeare,"Shakespeare, William",Özdemir Nutku,9944889598,9789944889599,2,3.6,İş Bankası Kültür Yayınları,Paperback,133.0,2010.0,1604.0,,2024-08-30,,,read,,,,2,0,"Classics, Plays, Shakespeare, Drama, Fiction, Theatre, Literature"
220826,Kürk Mantolu Madonna,Sabahattin Ali,"Ali, Sabahattin",,9753638027,9789753638027,3,4.32,Yapı Kredi Yayınları,Paperback,160.0,1998.0,1943.0,,2024-08-30,,,read,,,,2,0,"Classics, Fiction, Romance, Turkish Literature, Turkish, Historical Fiction, Literary Fiction"
52712114,Peter Pan,J.M. Barrie,"Barrie, J.M.",Çiçek Öztek,6052958901,9786052958902,3,4.03,Türkiye İş Bankası Kültür Yayınları,Paperback,192.0,2019.0,1911.0,2024-08-30,2024-08-08,,,read,,,,1,0,"Classics, Fantasy, Fiction, Childrens, Adventure, Audiobook, Young Adult"
19545145,Veronalı İki Soylu Delikanlı,William Shakespeare,"Shakespeare, William",Özdemir Nutku,6053609714,9786053609711,2,3.39,Türkiye İş Bankası Kültür Yayınları,Paperback,148.0,2013.0,1594.0,2024-08-08,2024-08-08,,,read,,,,1,0,"Classics, Plays, Shakespeare, Drama, Fiction, Theatre, Literature"
13561441,"Göğün Ateşleri (Zaman Çarkı , #5.2)",Robert Jordan,"Jordan, Robert",,,9789752731406,3,4.2,İthaki Yayınları,Paperback,656.0,2005.0,1993.0,2024-03-18,2024-03-15,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Epic"
57986884,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,1529039924,9781529039924,2,4.1,Pan MacMillan,Paperback,579.0,2021.0,2021.0,2024-07-25,2024-07-22,,,read,,,,1,0,"Fantasy, Young Adult, LGBT, Romance, Queer, Fiction, Audiobook"
13071749,Kedi Hikâyeleri,Julia Bachstein,"Bachstein, Julia","Esen Tezel, Dürrin Tunç, Aslı Genç, Begüm Kovulmaz, Nazmi Ağıl, Serhan Şimşek, Aylin Karagöz",,9789750818417,2,3.56,Yapı Kredi Yayınları,Paperback,225.0,2010.0,2004.0,2024-07-14,2024-06-30,,,read,,,,1,0,
52732123,"Ben, Kirke",Madeline Miller,"Miller, Madeline",Seda Çıngay Mellor,6053759589,9786053759584,4,4.22,İthaki Yayınları,Paperback,404.0,2019.0,2018.0,2024-07-13,2024-06-30,,,read,,,,1,0,"Fantasy, Mythology, Fiction, Historical Fiction, Greek Mythology, Book Club, Audiobook"
29850626,Fırtına,William Shakespeare,"Shakespeare, William",Özdemir Nutku,6053324094,9786053324096,3,3.78,Türkiye İş Bankası Kültür Yayınları,Paperback,136.0,2015.0,1611.0,2024-07-04,2024-06-30,,,read,This,,,1,0,"Classics, Plays, Shakespeare, Fiction, Drama, Fantasy, School"
18038572,Romeo ve Juliet,William Shakespeare,"Shakespeare, William",Özdemir Nutku,9944888001,9789944888004,3,3.74,Türkiye İş Bankası Kültür Yayınları,Paperback,133.0,2010.0,1590.0,2024-07-03,2024-07-03,,,read,,,,1,0,"Classics, Plays, Fiction, Romance, School, Shakespeare, Drama"
36052495,Altıncı Koğuş,Anton Chekhov,"Chekhov, Anton",Yulva Muhurcişi,6052951567,9786052951569,4,4.23,Türkiye İş Bankası Kültür Yayınları,Paperback,72.0,2017.0,1892.0,2024-06-30,2024-06-30,,,read,,,,1,0,"Classics, Fiction, Russian Literature, Russia, Short Stories, Literature, Novels"
44158405,Kiliçtan Taç Zaman Çarki Serisi 7. Cilt 1. Kitap,Robert Jordan,"Jordan, Robert",,9752732097,9789752732094,4,4.6,Ithaki Yayinlari,Paperback,,2015.0,,2024-06-29,2024-06-26,,,read,,,,1,0,
35161679,Görünmez Adam,H.G. Wells,"Wells, H.G.",Ali Kaftan,6053756784,9786053756781,2,3.63,İthaki Yayınları,Paperback,232.0,2017.0,1897.0,2024-06-27,2024-06-26,,,read,,,,1,0,"Classics, Science Fiction, Fiction, Horror, Fantasy, Audiobook, Literature"
62221453,İyi Eşler,Louisa May Alcott,"Alcott, Louisa May",Nilgün Miler,,,1,3.98,Türkiye İş Bankası Kültür Yayınları,Paperback,360.0,2022.0,1869.0,2024-06-25,2024-03-11,,,read,,,,1,0,"Classics, Fiction, Romance, Historical Fiction, Young Adult, Childrens, Historical"
57596823,Operadaki Hayalet,Gaston Leroux,"Leroux, Gaston",Can Erhan Kızmaz,625765047,9786257650472,2,3.96,İthaki Yayınları,Paperback,360.0,2021.0,1910.0,2024-06-23,2024-06-23,,,read,,,,1,0,"Classics, Fiction, Horror, Gothic, Romance, Mystery, Historical Fiction"
27871290,Notre Dame'ın Kamburu,Victor Hugo,"Hugo, Victor",Volkan Yalçıntoklu,6053320102,9786053320104,5,4.02,Türkiye İş Bankası Kültür Yayınları,Paperback,547.0,2014.0,1831.0,2024-06-22,2024-06-17,,,read,,,,1,0,"Classics, Fiction, Historical Fiction, France, Gothic, Literature, French Literature"
44017627,"Wayward Son (Simon Snow, #2)",Rainbow Rowell,"Rowell, Rainbow",,1250146070,9781250146076,2,3.89,Wednesday Books,Hardcover,356.0,2019.0,2019.0,2024-06-22,2024-03-17,,,read,,,,1,0,"Fantasy, Young Adult, LGBT, Romance, Queer, Fiction, Audiobook"
32486513,Dorian Gray'in Portresi,Oscar Wilde,"Wilde, Oscar","Ezgi Altun, Elif Kadriye Özkılıç",6053755931,9786053755937,4,4.14,İthaki Yayınları,Paperback,216.0,2016.0,1890.0,2024-06-17,2024-06-16,,,read,,,,1,0,"Classics, Fiction, Horror, Gothic, Fantasy, Literature, Dark Academia"
32768522,"Carry On (Simon Snow, #1)",Rainbow Rowell,"Rowell, Rainbow",,1250135028,9781250135025,4,4.16,Wednesday Books,Paperback,528.0,2017.0,2015.0,2024-06-15,2024-03-17,,,read,,,,1,0,"Fantasy, Young Adult, Romance, LGBT, Queer, Fiction, Magic"
17968964,Giovanni'nin Odası,James Baldwin,"Baldwin, James",Çiğdem Öztekin,,,5,4.34,Yapı Kredi Yayınları,Paperback,168.0,2006.0,1956.0,2024-06-12,2024-06-12,,,read,,,,1,0,"Classics, Fiction, Queer, LGBT, Romance, Literary Fiction, Book Club"
43697186,Red at the Bone,Jacqueline Woodson,"Woodson, Jacqueline",,0525535276,9780525535270,0,3.96,Riverhead Books,Hardcover,196.0,2019.0,2019.0,2024-05-30,2024-05-30,,,read,,,,1,0,"Fiction, Historical Fiction, Audiobook, Book Club, Literary Fiction, Contemporary, Adult"
16032164,"Kaos Lordu (Zaman Çarkı, #6)",Robert Jordan,"Jordan, Robert",Niran Elçi,,,0,4.2,İthaki Yayınları,Hardcover,1195.0,2005.0,1994.0,2024-05-30,2024-05-04,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Epic"
197427317,Kiraz Çiçeklerinin Altında,Ango Sakaguchi,"Sakaguchi, Ango",Edanur Adalıoğlu Şen,6052652276,9786052652275,2,3.67,İthaki Yayınları,Paperback,80.0,2023.0,1947.0,2024-05-24,2024-05-18,,,read,,,,1,0,"Japan, Horror, Short Stories, Japanese Literature, Fiction, Classics, Asia"
1532779,Pride and Prejudice,Jane Austen,"Austen, Jane",Peter Conrad,0140238212,9780140238211,4,4.3,Penguin Books,Paperback,346.0,1995.0,1813.0,2024-05-24,2024-05-13,,,read,,,,1,0,"Classics, Romance, Fiction, Historical Fiction, Historical, Literature, Audiobook"
141304911,Among Flowers (Picador Collection),Jamaica Kincaid,"Kincaid, Jamaica",,1529077028,9781529077025,0,3.26,Picador  ,Paperback,192.0,2022.0,2005.0,,2024-03-17,to-read,to-read (#5),to-read,,,,0,0,"Nonfiction, Travel, Memoir, Asia, Nature, Gardening, India"
186254260,Koş Melos!,Osamu Dazai,"Dazai, Osamu",Edanur Adalıoğlu Şen,6052652012,9786052652015,2,3.81,İthaki Yayınları,Paperback,72.0,2023.0,1940.0,2024-05-14,2024-05-12,,,read,,,,1,0,"Japanese Literature, Fiction, Japan, Short Stories, Classics, Literature, Asian Literature"
14894462,Fedailerin Kalesi Alamut,Vladimir Bartol,"Bartol, Vladimir",Ender Nail,6054188976,9786054188970,5,4.32,Koridor Yayıncılık,Paperback,510.0,1998.0,1938.0,2024-05-01,2024-04-29,,,read,,,,1,0,"Fiction, Historical Fiction, Classics, Novels, Historical, Literature, Philosophy"
177466695,Çiçeğin Ruhu: Noh Tiyatrosunun Klasik Öğretileri,Zeami,"Zeami, Zeami","Naoki Yamamoto, Rümeysa Taşkın",6052651776,9786052651773,3,3.87,İthaki Yayınları,Paperback,80.0,2023.0,1424.0,2024-04-14,2024-04-08,,,read,,,,1,0,"Japanese Literature, Nonfiction, Japan, Theatre, Philosophy, Art, Classics"
43758766,The Pit and the Pendulum,Edgar Allan Poe,"Poe, Edgar Allan",,6052194782,9786052194782,0,4.14,Karbon Kitaplar,Paperback,59.0,2018.0,1842.0,,2024-03-17,to-read,to-read (#12),to-read,,,,0,0,"Classics, Horror, Short Stories, Fiction, Gothic, Mystery, Literature"
1911378,King Arthur and His Knights of the Round Table (Puffin Classics),Roger Lancelyn Green,"Green, Roger Lancelyn","David Almond, Lotte Reiniger",0141321016,9780141321011,4,3.9,Puffin Books,Paperback,416.0,2008.0,1953.0,2024-04-05,2024-04-02,,,read,,,,1,0,"Classics, Fantasy, Fiction, Arthurian, Mythology, Historical Fiction, Childrens"
58107511,At Night All Blood Is Black,David Diop,"Diop, David",,1782277536,9781782277538,2,3.8,Pushkin Press,Paperback,145.0,2021.0,2018.0,2024-04-02,2024-03-17,,,read,,,,1,0,"Fiction, Historical Fiction, Africa, War, Historical, Literary Fiction, Senegal"
55190484,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,,,4,4.15,Anchor Books,Paperback,325.0,2020.0,1985.0,2024-03-31,2024-03-18,,,read,,,,1,0,"Fiction, Classics, Dystopia, Science Fiction, Feminism, Book Club, Fantasy"
35425827,"Archenemies (Renegades, #2)",Marissa Meyer,"Meyer, Marissa",,1250311446,9781250311443,0,4.24,Feiwel & Friends,ebook,560.0,2018.0,2018.0,,2024-03-17,to-read,to-read (#17),to-read,,,,0,0,"Fantasy, Young Adult, Science Fiction, Dystopia, Romance, Audiobook, Fiction"
28421168,"Renegades (Renegades, #1)",Marissa Meyer,"Meyer, Marissa",,1250044669,9781250044662,0,4.11,Feiwel & Friends,Hardcover,552.0,2017.0,2017.0,,2024-03-17,to-read,to-read (#16),to-read,,,,0,0,"Fantasy, Young Adult, Science Fiction, Dystopia, Romance, Fiction, Audiobook"
25961799,Christine,Stephen King,"King, Stephen",Gönül Suveren,9754053782,9789754053784,0,3.86,Altın Kitaplar Yayınevi,Paperback,400.0,1993.0,1983.0,,2024-03-17,to-read,to-read (#15),to-read,,,,0,0,"Horror, Fiction, Thriller, Fantasy, Supernatural, Paranormal, Mystery"
24832616,Sil Baştan,Ken Grimwood,"Grimwood, Ken",,6054188232,9786054188239,0,4.15,Koridor Yayıncılık,Paperback,370.0,2010.0,1987.0,,2024-03-17,to-read,to-read (#14),to-read,,,,0,0,"Fiction, Science Fiction, Time Travel, Fantasy, Audiobook, Book Club, Romance"
43376215,The Murders In The Rue Morgue,Edgar Allan Poe,"Poe, Edgar Allan",,,9786052194775,0,3.79,Karbon Kitaplar,Paperback,74.0,2018.0,1841.0,,2024-03-17,to-read,to-read (#13),to-read,,,,0,0,"Classics, Mystery, Short Stories, Fiction, Horror, Crime, Gothic"
23550968,Efendi ile Uşağı,Leo Tolstoy,"Tolstoy, Leo",Ayşe Hacıhasanoğlu,6053328499,9786053328490,0,4.0,İş Bankası Kültür Yayınları,Paperback,144.0,2016.0,1895.0,,2024-03-17,to-read,to-read (#11),to-read,,,,0,0,"Classics, Fiction, Short Stories, Russia, Russian Literature, Literature, Philosophy"
22748386,Beyaz Geceler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Barış Zeren,6053321397,9786053321392,0,4.07,Türkiye İş Bankası Kültür Yayınları,Paperback,218.0,2018.0,1848.0,,2024-03-17,to-read,to-read (#10),to-read,,,,0,0,"Classics, Fiction, Romance, Russian Literature, Short Stories, Russia, Literature"
60298662,Hagakure: Saklı Yapraklar,Yamamoto Tsunetomo,"Tsunetomo, Yamamoto",Hüseyin Can Erkin,6258475930,9786258475937,0,4.0,İthaki Yayınları,Paperback,168.0,2022.0,1716.0,,2024-03-17,to-read,to-read (#9),to-read,,,,0,0,"Philosophy, Nonfiction, History, Japan, Martial Arts, Classics, Japanese Literature"
52190991,"Any Way the Wind Blows (Simon Snow, #3)",Rainbow Rowell,"Rowell, Rainbow",,1250254337,9781250254337,0,4.1,Wednesday Books,Hardcover,579.0,2021.0,2021.0,,2024-03-17,to-read,to-read (#8),to-read,,,,0,0,"Fantasy, Young Adult, LGBT, Romance, Queer, Fiction, Audiobook"
57585196,The Yellow Bird Sings,Jennifer Rosner,"Rosner, Jennifer",,1529032474,9781529032475,0,4.08,Picador ,Paperback,294.0,2020.0,2020.0,,2024-03-17,to-read,to-read (#7),to-read,,,,0,0,"Historical Fiction, Fiction, World War II, Holocaust, Historical, Audiobook, War"
57675431,Red at the Bone,Jacqueline Woodson,"Woodson, Jacqueline",,1474616453,9781474616454,0,3.96,W&N,Paperback,198.0,2021.0,2019.0,,2024-03-17,to-read,to-read (#6),to-read,,,,0,0,"Fiction, Historical Fiction, Audiobook, Book Club, Literary Fiction, Contemporary, Adult"
141304996,The Autobiography of My Mother,Jamaica Kincaid,"Kincaid, Jamaica",,1529076757,9781529076752,0,3.77,Picador,Paperback,190.0,2022.0,1996.0,,2024-03-17,to-read,to-read (#4),to-read,,,,0,0,"Fiction, Historical Fiction, Literary Fiction, Novels, Literature, Feminism, Womens"
30813725,Find Your Why,Simon Sinek,"Sinek, Simon","David  Mead, Peter Docker",0241279267,9780241279267,0,3.66,Portfolio Penguin,Paperback,208.0,2017.0,2017.0,,2024-03-17,to-read,to-read (#3),to-read,,,,0,0,"Business, Leadership, Nonfiction, Self Help, Personal Development, Psychology, Audiobook"
57986222,"Supernova (Renegades, 3)",Marissa Meyer,"Meyer, Marissa",,1250078393,9781250078391,0,4.37,Square Fish,Paperback,560.0,2021.0,2019.0,,2024-03-17,to-read,to-read (#2),to-read,,,,0,0,"Fantasy, Young Adult, Science Fiction, Dystopia, Romance, Audiobook, Fiction"
6969,Emma,Jane Austen,"Austen, Jane",Fiona Stafford,0141439580,9780141439587,0,4.05,Penguin Books,Paperback,474.0,2003.0,1815.0,,2024-01-18,to-read,to-read (#1),to-read,,,,0,0,"Classics, Fiction, Romance, Historical Fiction, Jane Austen, Audiobook, Literature"
13561434,"Göğün Ateşleri (Zaman Çarkı , #5.1)",Robert Jordan,"Jordan, Robert",,9752731341,9789752731349,3,4.08,İthaki Yayınları,Paperback,628.0,2005.0,1993.0,2024-03-10,2024-03-10,,,read,,,,1,0,"Fantasy, Epic Fantasy, Novels, Science Fiction Fantasy, Ebooks"
17254498,"Gölge ve Kemik  (The Grisha, #1)",Leigh Bardugo,"Bardugo, Leigh",,6053480770,9786053480778,3,3.91,Martı Yayınları,Paperback,446.0,2013.0,2012.0,2024-02-16,2024-01-18,,,read,,,,1,0,"Fantasy, Young Adult, Romance, Fiction, Magic, Young Adult Fantasy, High Fantasy"
17875576,Gölge Yükseliyor (Zaman Çarkı #4 Part 2 of 2),Robert Jordan,"Jordan, Robert",,9752730450,9789752730458,3,4.42,İthaki,Paperback,815.0,2004.0,,2024-02-14,2024-02-03,,,read,,,,1,0,Fantasy
13479534,"Gölge Yükseliyor (Zaman Çarkı, #4)",Robert Jordan,"Jordan, Robert",Niran Elçi,9752730442,9789752730441,3,4.29,İthaki Yayınları,Paperback,629.0,2004.0,1992.0,2024-02-03,2024-01-18,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
59988299,Ardından,Natsume Sōseki,"Sōseki, Natsume",Habibe Salğar,625847568,9786258475685,2,3.89,İthaki Yayınları,Paperback,312.0,2022.0,1909.0,2024-01-25,2023-12-28,,,read,Tamam gençler artık evlenmiyor tamam gençlerde ahlak ve çalışma azmi kalmamış 200 sayfa önce anlamıştım,,,1,0,"Japan, Japanese Literature, Fiction, Classics, Literature, Asia, Asian Literature"
16032123,"Yenidendoğan Ejder (Zaman Çarkı, #3)",Robert Jordan,"Jordan, Robert",Niran Elçi,9752730493,9789752730496,4,4.28,İthaki Yayınları,Hardcover,692.0,2004.0,1991.0,2024-01-17,2023-12-28,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
18136930,Dracula,Bram Stoker,"Stoker, Bram",Niran Elçi,,9789758725113,3,4.02,ithaki yayınları,Paperback,423.0,2003.0,1897.0,2024-01-11,2023-12-28,,,read,,,,1,0,"Classics, Horror, Fiction, Fantasy, Gothic, Vampires, Audiobook"
37536045,İkigai: Japonların Uzun ve Mutlu Yaşam Sırrı,Héctor García,"García, Héctor","Francesc Miralles, Meltem Uzun",,9786052361450,2,3.75,İndigo Kitap,Paperback,171.0,2017.0,2016.0,,2024-01-02,,,read,,,,1,0,"Nonfiction, Self Help, Philosophy, Japan, Audiobook, Psychology, Personal Development"
16031842,"Büyük Av (Zaman Çarkı, #2)",Robert Jordan,"Jordan, Robert",Gamze Sarı,9758725726,9789758725724,3,4.27,İthaki Yayınları,Hardcover,772.0,2003.0,1990.0,2023-12-28,2023-12-13,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,0812511816,9780812511819,4,4.19,Tor Books,Mass Market Paperback,800.0,1990.0,1990.0,2023-12-13,2023-12-09,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, Audiobook, High Fantasy, Science Fiction Fantasy, Adventure"
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,030788743,9780307887436,4,4.22,Crown Publishers,Hardcover,480.0,2011.0,2011.0,,2023-12-09,,,read,,,,1,0,"Science Fiction, Fiction, Young Adult, Fantasy, Dystopia, Audiobook, Book Club"
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,0345539788,9780345539786,4,4.27,Del Rey,Hardcover,382.0,2014.0,2014.0,,2023-12-09,,,read,,,,1,0,"Science Fiction, Fantasy, Fiction, Dystopia, Young Adult, Audiobook, Book Club"
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,,,5,4.12,Feiwel & Friends,Hardcover,400.0,2012.0,2012.0,,2023-12-09,,,read,,,,1,0,"Fantasy, Young Adult, Science Fiction, Romance, Dystopia, Retellings, Fiction"
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,"Dashner, James",,0385737947,9780385737944,3,4.06,Delacorte Press,Hardcover,384.0,2009.0,2009.0,,2023-12-09,,,read,,,,1,0,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Audiobook"
9460487,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,"Riggs, Ransom",,1594744769,9781594744761,3,3.92,Quirk,Hardcover,352.0,2011.0,2011.0,,2023-12-09,,,read,,,,1,0,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,075640407,9780756404079,5,4.52,Penguin Group DAW,Hardcover,662.0,2007.0,2007.0,,2023-12-09,,,read,,,,1,0,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy"
44646576,"Bird Box (Bird Box, #1)",Josh Malerman,"Malerman, Josh",,0062259652,9780062259653,4,4.05,Ecco,Hardcover,272.0,2014.0,2014.0,,2023-12-09,,,read,,,,1,0,"Horror, Fiction, Thriller, Dystopia, Audiobook, Mystery, Science Fiction"
